season,md,home_team,away_team,home_goals,away_goals
2010/2011,18,SpVgg Unterhaching,SV Sandhausen,1,1
2010/2011,18,SV Babelsberg 03,1. FC Saarbrucken,0,2
2010/2011,18,Rot-Weiß Erfurt,Rot Weiss Ahlen,4,0
2010/2011,18,Hansa Rostock,Jahn Regensburg,5,0
2010/2011,18,TuS Koblenz,SV Wehen Wiesbaden,3,2
2010/2011,18,Wacker Burghausen,SG Dynamo Dresden,0,2
2010/2011,18,Kickers Offenbach,1. FC Heidenheim,1,0
2010/2011,18,Eintracht Braunschweig,FC Carl Zeiss Jena,6,0
2010/2011,18,VfB Stuttgart,VfR Aalen,1,1
2010/2011,19,VfR Aalen,Rot-Weiß Erfurt,0,4
2010/2011,19,SV Wehen Wiesbaden,Werder Bremen,1,1
2010/2011,19,SG Dynamo Dresden,Kickers Offenbach,2,0
2010/2011,19,SV Sandhausen,SV Babelsberg 03,0,0
2010/2011,19,1. FC Heidenheim,Eintracht Braunschweig,1,4
2010/2011,19,FC Carl Zeiss Jena,VfB Stuttgart,1,1
2010/2011,19,Jahn Regensburg,TuS Koblenz,0,2
2010/2011,19,Rot Weiss Ahlen,Hansa Rostock,0,2
2010/2011,19,Bayern München II,SpVgg Unterhaching,1,0
2010/2011,19,1. FC Saarbrucken,Wacker Burghausen,2,1
2010/2011,20,Werder Bremen,Rot Weiss Ahlen,3,1
2010/2011,20,TuS Koblenz,VfR Aalen,1,0
2010/2011,20,Eintracht Braunschweig,1. FC Saarbrucken,1,0
2010/2011,20,FC Carl Zeiss Jena,SG Dynamo Dresden,1,0
2010/2011,20,Hansa Rostock,Rot-Weiß Erfurt,3,0
2010/2011,20,SV Babelsberg 03,SV Wehen Wiesbaden,0,0
2010/2011,20,Wacker Burghausen,Bayern München II,2,0
2010/2011,20,Kickers Offenbach,SV Sandhausen,1,2
2010/2011,20,SpVgg Unterhaching,Jahn Regensburg,0,0
2010/2011,20,VfB Stuttgart,1. FC Heidenheim,2,1
2010/2011,21,SG Dynamo Dresden,Eintracht Braunschweig,1,1
2010/2011,21,Jahn Regensburg,Werder Bremen,0,2
2010/2011,21,Bayern München II,SV Babelsberg 03,1,2
2010/2011,21,VfR Aalen,Hansa Rostock,1,1
2010/2011,21,Rot-Weiß Erfurt,VfB Stuttgart,1,2
2010/2011,21,1. FC Saarbrucken,Kickers Offenbach,2,0
2010/2011,21,SV Sandhausen,Wacker Burghausen,1,1
2010/2011,21,Rot Weiss Ahlen,TuS Koblenz,2,3
2010/2011,21,1. FC Heidenheim,FC Carl Zeiss Jena,2,0
2010/2011,21,SV Wehen Wiesbaden,SpVgg Unterhaching,3,0
2010/2011,22,Rot-Weiß Erfurt,TuS Koblenz,3,0
2010/2011,22,VfR Aalen,Werder Bremen,1,1
2010/2011,22,Rot Weiss Ahlen,SpVgg Unterhaching,1,1
2010/2011,22,SV Wehen Wiesbaden,Wacker Burghausen,3,0
2010/2011,22,Hansa Rostock,VfB Stuttgart,0,1
2010/2011,22,SV Sandhausen,Eintracht Braunschweig,0,2
2010/2011,22,SG Dynamo Dresden,1. FC Heidenheim,0,0
2010/2011,22,Jahn Regensburg,SV Babelsberg 03,1,1
2010/2011,22,Bayern München II,Kickers Offenbach,1,0
2010/2011,22,1. FC Saarbrucken,FC Carl Zeiss Jena,1,3
2010/2011,23,FC Carl Zeiss Jena,SV Sandhausen,3,0
2010/2011,23,Werder Bremen,Rot-Weiß Erfurt,1,2
2010/2011,23,VfB Stuttgart,SG Dynamo Dresden,1,0
2010/2011,23,Eintracht Braunschweig,Bayern München II,2,0
2010/2011,23,1. FC Heidenheim,1. FC Saarbrucken,2,0
2010/2011,23,SV Babelsberg 03,Rot Weiss Ahlen,1,0
2010/2011,23,SpVgg Unterhaching,VfR Aalen,2,0
2010/2011,23,Wacker Burghausen,Jahn Regensburg,0,1
2010/2011,23,Kickers Offenbach,SV Wehen Wiesbaden,0,0
2010/2011,23,TuS Koblenz,Hansa Rostock,0,2
2010/2011,24,VfR Aalen,SV Babelsberg 03,3,2
2010/2011,24,Bayern München II,FC Carl Zeiss Jena,1,2
2010/2011,24,Rot-Weiß Erfurt,SpVgg Unterhaching,4,0
2010/2011,24,1. FC Saarbrucken,SG Dynamo Dresden,3,2
2010/2011,24,SV Wehen Wiesbaden,Eintracht Braunschweig,0,2
2010/2011,24,TuS Koblenz,VfB Stuttgart,2,0
2010/2011,24,Jahn Regensburg,Kickers Offenbach,0,2
2010/2011,24,Rot Weiss Ahlen,Wacker Burghausen,0,1
2010/2011,24,Hansa Rostock,Werder Bremen,2,0
2010/2011,24,SV Sandhausen,1. FC Heidenheim,1,2
2010/2011,25,Wacker Burghausen,VfR Aalen,3,2
2010/2011,25,Kickers Offenbach,Rot Weiss Ahlen,1,2
2010/2011,25,SV Babelsberg 03,Rot-Weiß Erfurt,1,1
2010/2011,25,SpVgg Unterhaching,Hansa Rostock,3,0
2010/2011,25,Werder Bremen,TuS Koblenz,0,2
2010/2011,25,VfB Stuttgart,1. FC Saarbrucken,2,2
2010/2011,25,1. FC Heidenheim,Bayern München II,3,1
2010/2011,25,FC Carl Zeiss Jena,SV Wehen Wiesbaden,1,0
2010/2011,25,Eintracht Braunschweig,Jahn Regensburg,2,0
2010/2011,25,SG Dynamo Dresden,SV Sandhausen,3,1
2010/2011,26,Jahn Regensburg,FC Carl Zeiss Jena,0,0
2010/2011,26,Werder Bremen,VfB Stuttgart,1,1
2010/2011,26,Rot Weiss Ahlen,Eintracht Braunschweig,0,3
2010/2011,26,VfR Aalen,Kickers Offenbach,1,1
2010/2011,26,Rot-Weiß Erfurt,Wacker Burghausen,1,1
2010/2011,26,Hansa Rostock,SV Babelsberg 03,3,0
2010/2011,26,TuS Koblenz,SpVgg Unterhaching,1,1
2010/2011,26,SV Wehen Wiesbaden,1. FC Heidenheim,5,2
2010/2011,26,SV Sandhausen,1. FC Saarbrucken,3,1
2010/2011,26,Bayern München II,SG Dynamo Dresden,1,2
2010/2011,27,VfB Stuttgart,SV Sandhausen,0,1
2010/2011,27,Kickers Offenbach,Rot-Weiß Erfurt,2,1
2010/2011,27,SV Babelsberg 03,TuS Koblenz,0,1
2010/2011,27,SpVgg Unterhaching,Werder Bremen,2,0
2010/2011,27,1. FC Saarbrucken,Bayern München II,4,1
2010/2011,27,Wacker Burghausen,Hansa Rostock,1,4
2010/2011,27,1. FC Heidenheim,Jahn Regensburg,0,1
2010/2011,27,FC Carl Zeiss Jena,Rot Weiss Ahlen,3,3
2010/2011,27,Eintracht Braunschweig,VfR Aalen,2,0
2010/2011,27,SG Dynamo Dresden,SV Wehen Wiesbaden,3,0
2010/2011,28,SpVgg Unterhaching,VfB Stuttgart,0,1
2010/2011,28,VfR Aalen,FC Carl Zeiss Jena,2,1
2010/2011,28,Rot Weiss Ahlen,1. FC Heidenheim,3,1
2010/2011,28,Jahn Regensburg,SG Dynamo Dresden,0,1
2010/2011,28,SV Wehen Wiesbaden,1. FC Saarbrucken,2,1
2010/2011,28,TuS Koblenz,Wacker Burghausen,0,4
2010/2011,28,Hansa Rostock,Kickers Offenbach,0,0
2010/2011,28,Rot-Weiß Erfurt,Eintracht Braunschweig,3,1
2010/2011,28,Bayern München II,SV Sandhausen,0,1
2010/2011,28,Werder Bremen,SV Babelsberg 03,1,0
2010/2011,29,SV Babelsberg 03,SpVgg Unterhaching,0,4
2010/2011,29,VfB Stuttgart,Bayern München II,0,0
2010/2011,29,FC Carl Zeiss Jena,Rot-Weiß Erfurt,1,3
2010/2011,29,Eintracht Braunschweig,Hansa Rostock,2,1
2010/2011,29,Wacker Burghausen,Werder Bremen,2,1
2010/2011,29,Kickers Offenbach,TuS Koblenz,0,0
2010/2011,29,1. FC Heidenheim,VfR Aalen,0,0
2010/2011,29,SG Dynamo Dresden,Rot Weiss Ahlen,3,0
2010/2011,29,1. FC Saarbrucken,Jahn Regensburg,0,0
2010/2011,29,SV Sandhausen,SV Wehen Wiesbaden,0,0
2010/2011,30,TuS Koblenz,Eintracht Braunschweig,0,2
2010/2011,30,VfR Aalen,SG Dynamo Dresden,1,0
2010/2011,30,Rot Weiss Ahlen,1. FC Saarbrucken,0,2
2010/2011,30,Jahn Regensburg,SV Sandhausen,0,0
2010/2011,30,SV Wehen Wiesbaden,Bayern München II,3,0
2010/2011,30,SpVgg Unterhaching,Wacker Burghausen,2,0
2010/2011,30,SV Babelsberg 03,VfB Stuttgart,3,0
2010/2011,30,Hansa Rostock,FC Carl Zeiss Jena,2,1
2010/2011,30,Rot-Weiß Erfurt,1. FC Heidenheim,0,0
2010/2011,30,Werder Bremen,Kickers Offenbach,0,0
2010/2011,31,1. FC Saarbrucken,VfR Aalen,3,2
2010/2011,31,Bayern München II,Jahn Regensburg,0,2
2010/2011,31,SG Dynamo Dresden,Rot-Weiß Erfurt,1,3
2010/2011,31,1. FC Heidenheim,Hansa Rostock,1,2
2010/2011,31,FC Carl Zeiss Jena,TuS Koblenz,2,2
2010/2011,31,Kickers Offenbach,SpVgg Unterhaching,1,0
2010/2011,31,SV Sandhausen,Rot Weiss Ahlen,5,0
2010/2011,31,Wacker Burghausen,SV Babelsberg 03,1,2
2010/2011,31,VfB Stuttgart,SV Wehen Wiesbaden,3,3
2010/2011,31,Eintracht Braunschweig,Werder Bremen,1,2
2010/2011,32,Wacker Burghausen,VfB Stuttgart,3,4
2010/2011,32,SpVgg Unterhaching,Eintracht Braunschweig,0,1
2010/2011,32,Jahn Regensburg,SV Wehen Wiesbaden,0,0
2010/2011,32,Rot Weiss Ahlen,Bayern München II,2,0
2010/2011,32,VfR Aalen,SV Sandhausen,0,0
2010/2011,32,Rot-Weiß Erfurt,1. FC Saarbrucken,1,2
2010/2011,32,Hansa Rostock,SG Dynamo Dresden,1,0
2010/2011,32,TuS Koblenz,1. FC Heidenheim,4,0
2010/2011,32,Werder Bremen,FC Carl Zeiss Jena,0,0
2010/2011,32,SV Babelsberg 03,Kickers Offenbach,2,0
2010/2011,33,SG Dynamo Dresden,TuS Koblenz,1,0
2010/2011,33,1. FC Saarbrucken,Hansa Rostock,3,0
2010/2011,33,1. FC Heidenheim,Werder Bremen,3,1
2010/2011,33,FC Carl Zeiss Jena,SpVgg Unterhaching,1,2
2010/2011,33,Kickers Offenbach,Wacker Burghausen,2,0
2010/2011,33,SV Wehen Wiesbaden,Rot Weiss Ahlen,3,0
2010/2011,33,Bayern München II,VfR Aalen,0,1
2010/2011,33,Eintracht Braunschweig,SV Babelsberg 03,1,1
2010/2011,33,SV Sandhausen,Rot-Weiß Erfurt,3,2
2010/2011,33,VfB Stuttgart,Jahn Regensburg,1,2
2010/2011,34,SpVgg Unterhaching,1. FC Heidenheim,1,1
2010/2011,34,Rot-Weiß Erfurt,Bayern München II,2,0
2010/2011,34,VfR Aalen,SV Wehen Wiesbaden,1,2
2010/2011,34,Rot Weiss Ahlen,Jahn Regensburg,2,0
2010/2011,34,Kickers Offenbach,VfB Stuttgart,2,2
2010/2011,34,Hansa Rostock,SV Sandhausen,0,1
2010/2011,34,TuS Koblenz,1. FC Saarbrucken,1,2
2010/2011,34,Wacker Burghausen,Eintracht Braunschweig,0,0
2010/2011,34,Werder Bremen,SG Dynamo Dresden,0,3
2010/2011,34,SV Babelsberg 03,FC Carl Zeiss Jena,4,1
2010/2011,35,VfB Stuttgart,Rot Weiss Ahlen,5,1
2010/2011,35,Bayern München II,Hansa Rostock,0,0
2010/2011,35,1. FC Saarbrucken,Werder Bremen,1,0
2010/2011,35,SG Dynamo Dresden,SpVgg Unterhaching,4,0
2010/2011,35,1. FC Heidenheim,SV Babelsberg 03,1,1
2010/2011,35,FC Carl Zeiss Jena,Wacker Burghausen,1,0
2010/2011,35,Eintracht Braunschweig,Kickers Offenbach,2,1
2010/2011,35,SV Sandhausen,TuS Koblenz,0,0
2010/2011,35,SV Wehen Wiesbaden,Rot-Weiß Erfurt,0,1
2010/2011,35,Jahn Regensburg,VfR Aalen,1,1
2010/2011,36,Wacker Burghausen,1. FC Heidenheim,2,2
2010/2011,36,Werder Bremen,SV Sandhausen,1,1
2010/2011,36,TuS Koblenz,Bayern München II,1,3
2010/2011,36,Hansa Rostock,SV Wehen Wiesbaden,3,1
2010/2011,36,Rot-Weiß Erfurt,Jahn Regensburg,0,1
2010/2011,36,VfR Aalen,Rot Weiss Ahlen,3,0
2010/2011,36,Eintracht Braunschweig,VfB Stuttgart,2,1
2010/2011,36,Kickers Offenbach,FC Carl Zeiss Jena,0,2
2010/2011,36,SpVgg Unterhaching,1. FC Saarbrucken,0,2
2010/2011,36,SV Babelsberg 03,SG Dynamo Dresden,1,1
2010/2011,37,Jahn Regensburg,Hansa Rostock,2,2
2010/2011,37,VfR Aalen,VfB Stuttgart,1,1
2010/2011,37,SV Wehen Wiesbaden,TuS Koblenz,1,0
2010/2011,37,Bayern München II,Werder Bremen,0,1
2010/2011,37,SV Sandhausen,SpVgg Unterhaching,0,0
2010/2011,37,1. FC Saarbrucken,SV Babelsberg 03,3,1
2010/2011,37,SG Dynamo Dresden,Wacker Burghausen,2,0
2010/2011,37,1. FC Heidenheim,Kickers Offenbach,2,1
2010/2011,37,FC Carl Zeiss Jena,Eintracht Braunschweig,2,2
2010/2011,37,Rot Weiss Ahlen,Rot-Weiß Erfurt,4,3
2010/2011,38,VfB Stuttgart,FC Carl Zeiss Jena,3,2
2010/2011,38,Hansa Rostock,Rot Weiss Ahlen,2,0
2010/2011,38,TuS Koblenz,Jahn Regensburg,0,2
2010/2011,38,Werder Bremen,SV Wehen Wiesbaden,1,4
2010/2011,38,SpVgg Unterhaching,Bayern München II,0,4
2010/2011,38,SV Babelsberg 03,SV Sandhausen,0,0
2010/2011,38,Wacker Burghausen,1. FC Saarbrucken,3,4
2010/2011,38,Eintracht Braunschweig,1. FC Heidenheim,4,0
2010/2011,38,Kickers Offenbach,SG Dynamo Dresden,2,3
2010/2011,38,Rot-Weiß Erfurt,VfR Aalen,1,0
2011/2012,1,1. FC Saarbrucken,Chemnitzer FC,1,1
2011/2012,1,SV Sandhausen,VfR Aalen,2,0
2011/2012,1,SV Darmstadt 98,VfL Osnabrück,0,1
2011/2012,1,Arminia Bielefeld,VfB Stuttgart,1,2
2011/2012,1,SV Wehen Wiesbaden,Werder Bremen,2,1
2011/2012,1,Jahn Regensburg,SV Babelsberg 03,1,1
2011/2012,1,Rot-Weiß Erfurt,FC Carl Zeiss Jena,3,0
2011/2012,1,Wacker Burghausen,Rot-Weiß Oberhausen,3,2
2011/2012,1,1. FC Heidenheim,Kickers Offenbach,2,1
2011/2012,1,SC Preußen Münster,SpVgg Unterhaching,1,1
2011/2012,2,Kickers Offenbach,SV Sandhausen,2,0
2011/2012,2,SV Babelsberg 03,Rot-Weiß Erfurt,3,0
2011/2012,2,FC Carl Zeiss Jena,Wacker Burghausen,1,0
2011/2012,2,VfR Aalen,SV Darmstadt 98,1,1
2011/2012,2,VfL Osnabrück,Arminia Bielefeld,1,1
2011/2012,2,VfB Stuttgart,SV Wehen Wiesbaden,0,0
2011/2012,2,Rot-Weiß Oberhausen,1. FC Saarbrucken,0,0
2011/2012,2,Chemnitzer FC,SC Preußen Münster,1,2
2011/2012,2,Werder Bremen,Jahn Regensburg,1,4
2011/2012,2,SpVgg Unterhaching,1. FC Heidenheim,1,1
2011/2012,3,SV Sandhausen,SV Darmstadt 98,2,0
2011/2012,3,Rot-Weiß Erfurt,Werder Bremen,1,0
2011/2012,3,1. FC Heidenheim,Chemnitzer FC,3,2
2011/2012,3,Kickers Offenbach,SpVgg Unterhaching,1,4
2011/2012,3,SC Preußen Münster,Rot-Weiß Oberhausen,1,0
2011/2012,3,Arminia Bielefeld,VfR Aalen,0,1
2011/2012,3,SV Wehen Wiesbaden,VfL Osnabrück,2,1
2011/2012,3,Jahn Regensburg,VfB Stuttgart,2,0
2011/2012,3,Wacker Burghausen,SV Babelsberg 03,1,1
2011/2012,3,1. FC Saarbrucken,FC Carl Zeiss Jena,2,1
2011/2012,4,VfB Stuttgart,Rot-Weiß Erfurt,2,0
2011/2012,4,SV Darmstadt 98,Arminia Bielefeld,5,1
2011/2012,4,SpVgg Unterhaching,SV Sandhausen,2,2
2011/2012,4,Chemnitzer FC,Kickers Offenbach,2,0
2011/2012,4,FC Carl Zeiss Jena,SC Preußen Münster,1,3
2011/2012,4,SV Babelsberg 03,1. FC Saarbrucken,1,3
2011/2012,4,Werder Bremen,Wacker Burghausen,1,1
2011/2012,4,VfR Aalen,SV Wehen Wiesbaden,2,0
2011/2012,4,VfL Osnabrück,Jahn Regensburg,0,1
2011/2012,4,Rot-Weiß Oberhausen,1. FC Heidenheim,0,3
2011/2012,5,Rot-Weiß Erfurt,VfL Osnabrück,0,0
2011/2012,5,Wacker Burghausen,VfB Stuttgart,1,1
2011/2012,5,SV Wehen Wiesbaden,SV Darmstadt 98,0,1
2011/2012,5,SC Preußen Münster,SV Babelsberg 03,1,1
2011/2012,5,Jahn Regensburg,VfR Aalen,4,0
2011/2012,5,Kickers Offenbach,Rot-Weiß Oberhausen,1,0
2011/2012,5,1. FC Heidenheim,FC Carl Zeiss Jena,0,0
2011/2012,5,1. FC Saarbrucken,Werder Bremen,2,0
2011/2012,5,SV Sandhausen,Arminia Bielefeld,0,0
2011/2012,5,SpVgg Unterhaching,Chemnitzer FC,3,0
2011/2012,6,SV Babelsberg 03,1. FC Heidenheim,2,2
2011/2012,6,Chemnitzer FC,SV Sandhausen,1,3
2011/2012,6,Arminia Bielefeld,SV Wehen Wiesbaden,0,1
2011/2012,6,VfB Stuttgart,1. FC Saarbrucken,1,1
2011/2012,6,VfR Aalen,Rot-Weiß Erfurt,2,0
2011/2012,6,Werder Bremen,SC Preußen Münster,0,0
2011/2012,6,Rot-Weiß Oberhausen,SpVgg Unterhaching,1,0
2011/2012,6,FC Carl Zeiss Jena,Kickers Offenbach,1,2
2011/2012,6,SV Darmstadt 98,Jahn Regensburg,1,1
2011/2012,6,VfL Osnabrück,Wacker Burghausen,1,1
2011/2012,7,1. FC Heidenheim,Werder Bremen,1,0
2011/2012,7,Kickers Offenbach,SV Babelsberg 03,1,1
2011/2012,7,SpVgg Unterhaching,FC Carl Zeiss Jena,6,0
2011/2012,7,Chemnitzer FC,Rot-Weiß Oberhausen,1,0
2011/2012,7,Jahn Regensburg,Arminia Bielefeld,2,2
2011/2012,7,Rot-Weiß Erfurt,SV Darmstadt 98,2,0
2011/2012,7,Wacker Burghausen,VfR Aalen,0,0
2011/2012,7,SC Preußen Münster,VfB Stuttgart,1,1
2011/2012,7,SV Sandhausen,SV Wehen Wiesbaden,0,0
2011/2012,7,1. FC Saarbrucken,VfL Osnabrück,2,2
2011/2012,8,Rot-Weiß Oberhausen,SV Sandhausen,4,1
2011/2012,8,SV Babelsberg 03,SpVgg Unterhaching,1,2
2011/2012,8,Werder Bremen,Kickers Offenbach,0,4
2011/2012,8,VfL Osnabrück,SC Preußen Münster,1,0
2011/2012,8,VfB Stuttgart,1. FC Heidenheim,1,0
2011/2012,8,SV Wehen Wiesbaden,Jahn Regensburg,1,2
2011/2012,8,Arminia Bielefeld,Rot-Weiß Erfurt,0,0
2011/2012,8,SV Darmstadt 98,Wacker Burghausen,2,3
2011/2012,8,VfR Aalen,1. FC Saarbrucken,1,1
2011/2012,8,FC Carl Zeiss Jena,Chemnitzer FC,1,2
2011/2012,9,Kickers Offenbach,VfB Stuttgart,2,0
2011/2012,9,SpVgg Unterhaching,Werder Bremen,0,2
2011/2012,9,Chemnitzer FC,SV Babelsberg 03,2,1
2011/2012,9,Rot-Weiß Oberhausen,FC Carl Zeiss Jena,1,2
2011/2012,9,Wacker Burghausen,Arminia Bielefeld,2,2
2011/2012,9,1. FC Saarbrucken,SV Darmstadt 98,4,0
2011/2012,9,SC Preußen Münster,VfR Aalen,1,0
2011/2012,9,SV Sandhausen,Jahn Regensburg,2,1
2011/2012,9,Rot-Weiß Erfurt,SV Wehen Wiesbaden,2,2
2011/2012,9,1. FC Heidenheim,VfL Osnabrück,0,2
2011/2012,10,VfL Osnabrück,Kickers Offenbach,1,0
2011/2012,10,Jahn Regensburg,Rot-Weiß Erfurt,2,2
2011/2012,10,Werder Bremen,Chemnitzer FC,0,2
2011/2012,10,VfB Stuttgart,SpVgg Unterhaching,2,1
2011/2012,10,VfR Aalen,1. FC Heidenheim,0,0
2011/2012,10,SV Darmstadt 98,SC Preußen Münster,2,1
2011/2012,10,SV Wehen Wiesbaden,Wacker Burghausen,0,0
2011/2012,10,FC Carl Zeiss Jena,SV Sandhausen,1,1
2011/2012,10,SV Babelsberg 03,Rot-Weiß Oberhausen,1,0
2011/2012,10,Arminia Bielefeld,1. FC Saarbrucken,0,4
2011/2012,11,SC Preußen Münster,Arminia Bielefeld,0,0
2011/2012,11,FC Carl Zeiss Jena,SV Babelsberg 03,1,2
2011/2012,11,SV Sandhausen,Rot-Weiß Erfurt,2,1
2011/2012,11,Kickers Offenbach,VfR Aalen,2,1
2011/2012,11,SpVgg Unterhaching,VfL Osnabrück,1,1
2011/2012,11,Chemnitzer FC,VfB Stuttgart,1,1
2011/2012,11,Rot-Weiß Oberhausen,Werder Bremen,1,1
2011/2012,11,Wacker Burghausen,Jahn Regensburg,1,1
2011/2012,11,1. FC Saarbrucken,SV Wehen Wiesbaden,2,1
2011/2012,11,1. FC Heidenheim,SV Darmstadt 98,2,1
2011/2012,12,VfL Osnabrück,Chemnitzer FC,1,0
2011/2012,12,Arminia Bielefeld,1. FC Heidenheim,0,1
2011/2012,12,Werder Bremen,FC Carl Zeiss Jena,2,2
2011/2012,12,SV Darmstadt 98,Kickers Offenbach,0,0
2011/2012,12,VfB Stuttgart,Rot-Weiß Oberhausen,1,1
2011/2012,12,SV Babelsberg 03,SV Sandhausen,1,2
2011/2012,12,Rot-Weiß Erfurt,Wacker Burghausen,3,3
2011/2012,12,Jahn Regensburg,1. FC Saarbrucken,4,1
2011/2012,12,SV Wehen Wiesbaden,SC Preußen Münster,3,0
2011/2012,12,VfR Aalen,SpVgg Unterhaching,1,0
2011/2012,13,SpVgg Unterhaching,SV Darmstadt 98,1,0
2011/2012,13,Kickers Offenbach,Arminia Bielefeld,0,1
2011/2012,13,1. FC Heidenheim,SV Wehen Wiesbaden,1,1
2011/2012,13,SC Preußen Münster,Jahn Regensburg,2,0
2011/2012,13,1. FC Saarbrucken,Rot-Weiß Erfurt,0,2
2011/2012,13,SV Babelsberg 03,Werder Bremen,2,3
2011/2012,13,Chemnitzer FC,VfR Aalen,0,1
2011/2012,13,SV Sandhausen,Wacker Burghausen,3,1
2011/2012,13,Rot-Weiß Oberhausen,VfL Osnabrück,1,1
2011/2012,13,FC Carl Zeiss Jena,VfB Stuttgart,1,2
2011/2012,14,Arminia Bielefeld,SpVgg Unterhaching,2,1
2011/2012,14,SV Wehen Wiesbaden,Kickers Offenbach,3,1
2011/2012,14,VfL Osnabrück,FC Carl Zeiss Jena,2,2
2011/2012,14,VfB Stuttgart,SV Babelsberg 03,3,1
2011/2012,14,Werder Bremen,SV Sandhausen,0,2
2011/2012,14,Wacker Burghausen,1. FC Saarbrucken,2,0
2011/2012,14,Rot-Weiß Erfurt,SC Preußen Münster,1,1
2011/2012,14,Jahn Regensburg,1. FC Heidenheim,1,1
2011/2012,14,SV Darmstadt 98,Chemnitzer FC,2,1
2011/2012,14,VfR Aalen,Rot-Weiß Oberhausen,0,0
2011/2012,15,1. FC Heidenheim,Rot-Weiß Erfurt,0,1
2011/2012,15,Kickers Offenbach,Jahn Regensburg,2,1
2011/2012,15,SpVgg Unterhaching,SV Wehen Wiesbaden,5,1
2011/2012,15,Rot-Weiß Oberhausen,SV Darmstadt 98,1,1
2011/2012,15,SV Babelsberg 03,VfL Osnabrück,2,1
2011/2012,15,Werder Bremen,VfB Stuttgart,3,1
2011/2012,15,SC Preußen Münster,Wacker Burghausen,0,0
2011/2012,15,SV Sandhausen,1. FC Saarbrucken,1,1
2011/2012,15,Chemnitzer FC,Arminia Bielefeld,1,1
2011/2012,15,FC Carl Zeiss Jena,VfR Aalen,2,3
2011/2012,16,Jahn Regensburg,SpVgg Unterhaching,2,0
2011/2012,16,Rot-Weiß Erfurt,Kickers Offenbach,0,0
2011/2012,16,SV Darmstadt 98,FC Carl Zeiss Jena,3,0
2011/2012,16,Arminia Bielefeld,Rot-Weiß Oberhausen,3,0
2011/2012,16,VfL Osnabrück,Werder Bremen,1,1
2011/2012,16,VfB Stuttgart,SV Sandhausen,0,1
2011/2012,16,1. FC Saarbrucken,SC Preußen Münster,2,2
2011/2012,16,Wacker Burghausen,1. FC Heidenheim,2,1
2011/2012,16,SV Wehen Wiesbaden,Chemnitzer FC,2,0
2011/2012,16,VfR Aalen,SV Babelsberg 03,1,3
2011/2012,17,FC Carl Zeiss Jena,Arminia Bielefeld,4,3
2011/2012,17,Werder Bremen,VfR Aalen,0,4
2011/2012,17,SV Babelsberg 03,SV Darmstadt 98,1,1
2011/2012,17,SpVgg Unterhaching,Rot-Weiß Erfurt,1,3
2011/2012,17,Rot-Weiß Oberhausen,SV Wehen Wiesbaden,2,1
2011/2012,17,Chemnitzer FC,Jahn Regensburg,0,3
2011/2012,17,Kickers Offenbach,Wacker Burghausen,2,2
2011/2012,17,1. FC Heidenheim,1. FC Saarbrucken,1,1
2011/2012,17,SV Sandhausen,SC Preußen Münster,2,0
2011/2012,17,VfB Stuttgart,VfL Osnabrück,1,0
2011/2012,18,SV Sandhausen,VfL Osnabrück,0,0
2011/2012,18,VfR Aalen,VfB Stuttgart,2,2
2011/2012,18,Rot-Weiß Erfurt,Chemnitzer FC,0,0
2011/2012,18,Arminia Bielefeld,SV Babelsberg 03,1,0
2011/2012,18,SV Wehen Wiesbaden,FC Carl Zeiss Jena,0,0
2011/2012,18,Jahn Regensburg,Rot-Weiß Oberhausen,0,0
2011/2012,18,Wacker Burghausen,SpVgg Unterhaching,3,1
2011/2012,18,1. FC Saarbrucken,Kickers Offenbach,3,1
2011/2012,18,SC Preußen Münster,1. FC Heidenheim,2,1
2011/2012,18,SV Darmstadt 98,Werder Bremen,2,0
2011/2012,19,VfB Stuttgart,SV Darmstadt 98,1,1
2011/2012,19,SpVgg Unterhaching,1. FC Saarbrucken,3,2
2011/2012,19,Kickers Offenbach,SC Preußen Münster,3,0
2011/2012,19,Werder Bremen,Arminia Bielefeld,2,3
2011/2012,19,VfL Osnabrück,VfR Aalen,0,0
2011/2012,19,FC Carl Zeiss Jena,Jahn Regensburg,0,1
2011/2012,19,Rot-Weiß Oberhausen,Rot-Weiß Erfurt,0,1
2011/2012,19,Chemnitzer FC,Wacker Burghausen,2,1
2011/2012,19,1. FC Heidenheim,SV Sandhausen,2,1
2011/2012,19,SV Babelsberg 03,SV Wehen Wiesbaden,3,2
2011/2012,20,SC Preußen Münster,Chemnitzer FC,2,2
2011/2012,20,Arminia Bielefeld,VfL Osnabrück,1,1
2011/2012,20,SV Wehen Wiesbaden,VfB Stuttgart,1,1
2011/2012,20,Jahn Regensburg,Werder Bremen,3,2
2011/2012,20,Rot-Weiß Erfurt,SV Babelsberg 03,2,3
2011/2012,20,Wacker Burghausen,FC Carl Zeiss Jena,4,2
2011/2012,20,1. FC Saarbrucken,Rot-Weiß Oberhausen,5,2
2011/2012,20,1. FC Heidenheim,SpVgg Unterhaching,3,1
2011/2012,20,SV Sandhausen,Kickers Offenbach,1,1
2011/2012,20,SV Darmstadt 98,VfR Aalen,1,2
2011/2012,21,Chemnitzer FC,1. FC Saarbrucken,1,0
2011/2012,21,SpVgg Unterhaching,SC Preußen Münster,2,1
2011/2012,21,VfR Aalen,SV Sandhausen,2,0
2011/2012,21,Werder Bremen,SV Wehen Wiesbaden,1,1
2011/2012,21,Kickers Offenbach,1. FC Heidenheim,1,0
